"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
49,"admin.","divorced","high.school","no","yes","no","telephone","may","wed",202,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
55,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","thu",764,10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"technician","married","basic.9y","no","no","no","cellular","jul","mon",62,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
42,"admin.","married","basic.4y","no","no","no","telephone","may","mon",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"entrepreneur","married","university.degree","","no","yes","cellular","aug","thu",314,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"blue-collar","married","basic.6y","","no","no","telephone","may","thu",286,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"technician","single","university.degree","no","yes","yes","cellular","nov","fri",244,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
37,"admin.","married","professional.course","","no","no","cellular","aug","mon",392,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
53,"admin.","married","high.school","no","yes","no","cellular","jul","thu",99,6,999,0,"nonexistent",-1.7,94.215,-40.3,0.899,4991.6,"no"
27,"services","single","professional.course","no","","","telephone","jul","wed",46,8,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
25,"student","single","high.school","no","no","no","telephone","may","fri",112,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"technician","single","professional.course","no","no","no","cellular","jul","thu",54,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
26,"technician","single","professional.course","no","no","no","cellular","jul","wed",83,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
49,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",832,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"services","divorced","high.school","","no","no","cellular","apr","tue",311,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
55,"technician","married","university.degree","no","no","no","telephone","may","mon",349,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","divorced","university.degree","no","yes","yes","cellular","apr","mon",121,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
54,"management","married","university.degree","no","yes","no","cellular","jun","wed",42,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
37,"entrepreneur","married","university.degree","","yes","no","telephone","nov","mon",17,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
36,"admin.","married","university.degree","no","no","no","telephone","may","tue",215,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"technician","single","professional.course","no","yes","yes","cellular","jul","thu",164,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
36,"blue-collar","married","high.school","no","no","no","telephone","may","mon",286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"services","single","high.school","","no","no","cellular","jul","tue",520,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
60,"management","married","university.degree","no","no","no","telephone","jun","mon",526,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes"
43,"blue-collar","married","high.school","no","no","no","cellular","apr","fri",997,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"yes"
39,"admin.","married","high.school","no","yes","no","cellular","may","tue",71,5,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
36,"technician","single","professional.course","no","yes","no","cellular","nov","thu",352,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",74,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"blue-collar","married","basic.9y","","no","yes","cellular","apr","mon",243,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"technician","married","professional.course","no","yes","no","cellular","may","thu",703,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
29,"student","single","high.school","no","yes","no","cellular","jul","thu",253,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.018,5076.2,"yes"
33,"technician","single","professional.course","no","yes","no","cellular","aug","wed",84,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
36,"admin.","divorced","university.degree","","yes","yes","cellular","jul","wed",123,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
55,"admin.","married","basic.4y","no","no","no","telephone","jun","thu",137,4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
48,"self-employed","married","high.school","","yes","no","telephone","may","fri",171,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",324,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.039,4963.6,"no"
32,"management","single","university.degree","no","yes","no","cellular","mar","tue",71,3,999,0,"nonexistent",-1.8,92.843,-50,1.687,5099.1,"yes"
28,"admin.","single","university.degree","no","no","no","telephone","apr","fri",394,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
39,"technician","single","professional.course","no","no","no","cellular","aug","mon",71,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
41,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",212,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
53,"admin.","married","university.degree","no","yes","no","cellular","nov","tue",409,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"yes"
37,"blue-collar","single","basic.9y","","yes","no","telephone","may","wed",591,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
45,"technician","married","professional.course","","no","no","cellular","aug","tue",122,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"self-employed","married","university.degree","no","yes","yes","cellular","nov","mon",60,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
53,"blue-collar","married","high.school","no","yes","yes","cellular","jul","mon",243,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"management","single","university.degree","no","no","no","cellular","nov","tue",175,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
34,"blue-collar","married","basic.6y","","yes","no","cellular","jul","mon",557,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"self-employed","single","university.degree","no","yes","no","cellular","nov","mon",365,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
58,"retired","married","professional.course","","","","telephone","may","tue",179,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"admin.","single","high.school","no","yes","yes","cellular","apr","tue",2299,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes"
24,"student","single","university.degree","no","no","no","cellular","jun","mon",223,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
45,"blue-collar","married","basic.4y","","yes","no","telephone","may","thu",222,11,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
44,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",1210,2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"yes"
31,"admin.","married","university.degree","no","no","no","cellular","nov","thu",96,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
57,"admin.","married","basic.6y","no","yes","no","cellular","may","fri",100,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"no"
40,"blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",61,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
31,"technician","divorced","professional.course","no","yes","no","cellular","aug","thu",310,2,999,1,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes"
34,"entrepreneur","single","professional.course","no","yes","no","telephone","jun","mon",136,8,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
41,"management","divorced","basic.6y","no","no","no","cellular","nov","thu",268,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
31,"management","married","university.degree","no","yes","yes","telephone","may","thu",139,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
44,"entrepreneur","married","university.degree","","no","yes","cellular","jul","thu",13,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"technician","married","university.degree","no","yes","yes","cellular","aug","thu",462,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","fri",77,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",467,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes"
46,"entrepreneur","married","university.degree","no","yes","yes","cellular","apr","thu",285,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
49,"services","married","high.school","","no","no","telephone","may","tue",296,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
66,"retired","married","basic.4y","no","yes","no","cellular","apr","wed",253,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
34,"entrepreneur","single","university.degree","no","yes","no","cellular","may","thu",87,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
35,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",218,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"services","married","high.school","no","yes","no","telephone","may","fri",430,6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
38,"admin.","married","university.degree","no","no","no","telephone","may","tue",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
40,"technician","married","professional.course","no","no","no","cellular","aug","tue",451,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",180,3,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
45,"blue-collar","married","basic.9y","","yes","no","telephone","jun","fri",194,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",466,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
51,"blue-collar","married","basic.4y","","no","yes","cellular","jul","mon",87,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
50,"blue-collar","married","basic.4y","no","no","no","cellular","may","thu",251,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
52,"blue-collar","divorced","","no","no","no","cellular","jul","tue",111,8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
52,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",397,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
57,"retired","married","high.school","","no","no","telephone","may","fri",72,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"blue-collar","single","basic.6y","","yes","no","cellular","may","mon",67,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
40,"self-employed","married","university.degree","no","no","no","cellular","aug","fri",144,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
49,"admin.","divorced","high.school","no","no","no","cellular","jul","mon",148,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
35,"technician","single","university.degree","","no","no","cellular","apr","mon",712,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
50,"blue-collar","divorced","basic.9y","no","","","cellular","jul","fri",93,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"technician","married","professional.course","no","no","no","telephone","jun","wed",389,5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
51,"housemaid","divorced","high.school","no","yes","yes","cellular","jul","thu",460,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"admin.","married","high.school","","no","no","cellular","may","mon",186,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",195,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
27,"blue-collar","single","high.school","no","no","no","cellular","may","tue",81,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
29,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",666,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes"
54,"admin.","married","high.school","no","","","telephone","may","wed",45,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"technician","divorced","high.school","no","no","no","cellular","nov","thu",290,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
22,"student","single","high.school","no","no","no","cellular","apr","thu",780,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
25,"blue-collar","married","basic.9y","no","no","no","telephone","jul","thu",30,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
35,"blue-collar","married","basic.6y","","yes","no","telephone","may","thu",224,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
79,"housemaid","married","basic.4y","no","no","no","cellular","aug","fri",126,1,3,2,"success",-2.9,92.201,-31.4,0.849,5076.2,"yes"
38,"blue-collar","married","high.school","no","no","no","cellular","jul","fri",102,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",232,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
27,"admin.","single","professional.course","no","no","no","cellular","jul","tue",46,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",101,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"admin.","single","university.degree","no","no","yes","cellular","mar","tue",236,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"yes"
59,"","married","","","no","no","telephone","may","tue",113,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"self-employed","divorced","basic.9y","no","yes","no","cellular","nov","tue",237,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
41,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",19,9,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
38,"technician","single","professional.course","no","yes","yes","cellular","may","mon",15,9,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"technician","married","university.degree","no","yes","no","telephone","may","wed",197,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
29,"management","single","university.degree","no","no","yes","cellular","aug","tue",264,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
38,"technician","single","high.school","no","no","no","cellular","mar","fri",154,3,17,3,"failure",-1.8,93.369,-34.8,0.653,5008.7,"no"
39,"technician","married","professional.course","no","","","cellular","jul","wed",68,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
28,"admin.","single","high.school","no","no","no","cellular","apr","thu",571,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
50,"self-employed","married","professional.course","no","no","no","cellular","jul","thu",73,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
53,"management","married","university.degree","no","yes","no","telephone","aug","tue",97,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
33,"admin.","single","university.degree","no","no","no","cellular","aug","wed",43,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"blue-collar","single","basic.6y","no","no","no","telephone","jun","fri",319,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"admin.","single","university.degree","no","yes","no","telephone","jun","thu",93,8,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
52,"self-employed","married","university.degree","","no","no","telephone","may","mon",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"blue-collar","married","basic.4y","","yes","no","telephone","may","fri",74,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
42,"technician","single","professional.course","no","yes","no","cellular","may","wed",367,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
45,"admin.","single","high.school","no","no","no","cellular","may","mon",1487,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"self-employed","married","university.degree","no","yes","no","telephone","jul","wed",51,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
42,"services","single","basic.6y","no","yes","yes","cellular","may","wed",11,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
52,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
33,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",54,8,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",193,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
55,"admin.","married","university.degree","","no","no","cellular","aug","wed",96,6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
